Trainer Name / Item Name,Location,Type,Location_Type,Script_or_Flag,PostScript (Leave blank if you don't know what this is),Hidden,Requirements,Requirements 2,Requirements 3,Requirements Alternative,Requirements Alternative 2,,,,
TRAINER_Katelyn_1,Route 128,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Carlee,Route 128,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Harrison,Route 128,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Reed,Route 129,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Chase,Route 129,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Allison,Route 129,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Clarence,Route 129,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Tisha,Route 129,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Rodney,Route 130,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Katie,Route 130,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Santiago,Route 130,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Kevin,Route 131,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Talia,Route 131,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Richard,Route 131,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Kara,Route 131,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Herman,Route 131,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Susie,Route 131,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Reli_And_Ian,Route 131,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_RARE_CANDY,Route 132,Normal Item,Item Ball,FLAG_ITEM_ROUTE_132_RARE_CANDY,,FALSE,,,,,,,,,
ITEM_PROTEIN,Route 132,Normal Item,Item Ball,FLAG_ITEM_ROUTE_132_PROTEIN,,FALSE,,,,,,,,,
TRAINER_Gilbert,Route 132,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Dana,Route 132,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Ronald,Route 132,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Kiyo,Route 132,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Paxton,Route 132,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Darcy,Route 132,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Makayla,Route 132,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jonathan,Route 132,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_BIG_PEARL,Route 133,Normal Item,Item Ball,FLAG_ITEM_ROUTE_133_BIG_PEARL,,FALSE,,,,,,,,,
ITEM_MAX_REVIVE,Route 133,Normal Item,Item Ball,FLAG_ITEM_ROUTE_133_MAX_REVIVE,,FALSE,,,,,,,,,
ITEM_STAR_PIECE,Route 133,Normal Item,Item Ball,FLAG_ITEM_ROUTE_133_STAR_PIECE,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Franklin,Route 133,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Warren,Route 133,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Beck,Route 133,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Debra,Route 133,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Linda,Route 133,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Conor,Route 133,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Mollie,Route 133,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_CARBOS,Route 134,Normal Item,Item Ball,FLAG_ITEM_ROUTE_134_CARBOS,,FALSE,ITEM_HM03,,,,,,,,
ITEM_STAR_PIECE,Route 134,Normal Item,Item Ball,FLAG_ITEM_ROUTE_134_STAR_PIECE,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Laurel,Route 134,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jack,Route 134,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Hitoshi,Route 134,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Reyna,Route 134,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Hudson,Route 134,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Aaron,Route 134,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Marley,Route 134,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Alex,Route 134,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Kelvin,Route 134,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_X_DEFENSE,Rustboro City,Normal Item,Item Ball,FLAG_ITEM_RUSTBORO_CITY_X_DEFEND,,FALSE,,,,,,,,,
ITEM_PREMIER_BALL,Rustboro City,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_HM01,Rustboro City,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_GREAT_BALL,Rustboro City,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_EXP_SHARE,Rustboro City,Normal Item,NPC,,,FALSE,,,,,,,,,
TRAINER_Josh,Rustboro City Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Tommy,Rustboro City Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Marc,Rustboro City Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Roxanne_1,Rustboro City Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
FLAG_BADGE01_GET,Rustboro City Gym,Badge,Gym Leader,,,FALSE,,,,,,,,,
ITEM_TM39,Rustboro City Gym,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_POKE_BALL,Rusturf Tunnel,Normal Item,Item Ball,FLAG_ITEM_RUSTURF_TUNNEL_POKE_BALL,,FALSE,,,,,,,,,
ITEM_DEVON_PARTS,Rusturf Tunnel,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_HM04,Rusturf Tunnel,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_MAX_ETHER,Rusturf Tunnel,Normal Item,Item Ball,FLAG_ITEM_RUSTURF_TUNNEL_MAX_ETHER,,FALSE,,,,,,,,,
TRAINER_Grunt_Rusturf_Tunnel,Rusturf Tunnel,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Mike_1,Rusturf Tunnel,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_TM_SUNNY_DAY,Scorched Slab,Item Ball,Item Ball,FLAG_ITEM_SCORCHED_SLAB_TM_SUNNY_DAY,,FALSE,,,,,,,,,
ITEM_TM_EARTHQUAKE,Seafloor Cavern,Item Ball,Item Ball,FLAG_ITEM_SEAFLOOR_CAVERN_ROOM_9_TM_EARTHQUAKE,,FALSE,ITEM_HM04,,,,,,,,
TRAINER_Grunt_Seafloor_Cavern_1,Seafloor Cavern,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Grunt_Seafloor_Cavern_2,Seafloor Cavern,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Grunt_Seafloor_Cavern_3,Seafloor Cavern,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Grunt_Seafloor_Cavern_4,Seafloor Cavern,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Grunt_Seafloor_Cavern_5,Seafloor Cavern,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Shelly_Seafloor_Cavern,Seafloor Cavern,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Archie,Seafloor Cavern,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_SOOTHE_BELL,Slateport,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_RED_SCARF,Slateport,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_BLUE_SCARF,Slateport,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_PINK_SCARF,Slateport,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_GREEN_SCARF,Slateport,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_YELLOW_SCARF,Slateport,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_POWDER_JAR,Slateport,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_DEEP_SEA_TOOTH,Slateport,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_TM31,Sootopolis,Normal Item,NPC,,,FALSE,ITEM_HM03,,,,,,,,
ITEM_HM07,Sootopolis,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_ELIXIR,Sootopolis,Normal Item,NPC,,,FALSE,,,,,,,,,
TRAINER_Juan_1,Sootopolis Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
FLAG_BADGE08_GET,Sootopolis Gym,Badge,Gym Leader,,,FALSE,,,,,,,,,
TRAINER_Connie,Sootopolis Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Andrea,Sootopolis Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Daphne,Sootopolis Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Annika,Sootopolis Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Tiffany,Sootopolis Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Crissy,Sootopolis Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Bethany,Sootopolis Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Olivia,Sootopolis Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Brianna,Sootopolis Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Bridget,Sootopolis Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_TM_SNATCH,SS Tidal,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_LEFTOVERS,SS Tidal,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_SS_TIDAL_LOWER_DECK_LEFTOVERS,,TRUE,,,,,,,,,
TRAINER_Lea_And_Jed,SS Tidal,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Garret,SS Tidal,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Micah,SS Tidal,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Colton,SS Tidal,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Naomi,SS Tidal,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Thomas,SS Tidal,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Phillip,SS Tidal,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Leonard,SS Tidal,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_TM45,Verdanturf,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_MAX_ELIXIR,Victory Road,Normal Item,Item Ball,FLAG_ITEM_VICTORY_ROAD_1F_MAX_ELIXIR,,FALSE,,,,,,,,,
ITEM_PP_UP,Victory Road,Normal Item,Item Ball,FLAG_ITEM_VICTORY_ROAD_1F_PP_UP,,FALSE,,,,,,,,,
ITEM_ULTRA_BALL,Victory Road,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_VICTORY_ROAD_1F_ULTRA_BALL,,TRUE,,,,,,,,,
ITEM_FULL_RESTORE,Victory Road,Normal Item,Item Ball,FLAG_ITEM_VICTORY_ROAD_B1F_FULL_RESTORE,,FALSE,ITEM_HM04,ITEM_HM06,,,,,,,
ITEM_MAX_REPEL,Victory Road,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_VICTORY_ROAD_B2F_MAX_REPEL,,TRUE,,,,,,,,,
ITEM_TM_PSYCHIC,Victory Road,Normal Item,Item Ball,FLAG_ITEM_VICTORY_ROAD_B1F_TM_PSYCHIC,,FALSE,,,,,,,,,
ITEM_FULL_HEAL,Victory Road,Normal Item,Item Ball,FLAG_ITEM_VICTORY_ROAD_B2F_FULL_HEAL,,FALSE,,,,,,,,,
ITEM_ELIXIR,Victory Road,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_VICTORY_ROAD_B2F_ELIXIR,,TRUE,ITEM_HM03,,,,,,,,
TRAINER_Albert,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Hope,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Shannon,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Samuel,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Julie,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Owen,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Dianne,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Felix,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Caroline,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Vito,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Michelle,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Mitchell,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Halle,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Edgar,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Katelynn,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Quincy,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Wally_VR_1,Victory Road,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_BIG_PEARL,Shoal Cave,Normal Item,Item Ball,FLAG_ITEM_SHOAL_CAVE_ENTRANCE_BIG_PEARL,,FALSE,,,,,,,,,
ITEM_RARE_CANDY,Shoal Cave,Normal Item,Item Ball,FLAG_ITEM_SHOAL_CAVE_INNER_ROOM_RARE_CANDY,,FALSE,,,,,,,,,
ITEM_ICE_HEAL,Shoal Cave,Normal Item,Item Ball,FLAG_ITEM_SHOAL_CAVE_STAIRS_ROOM_ICE_HEAL,,FALSE,,,,,,,,,
ITEM_TM_HAIL,Shoal Cave,Normal Item,Item Ball,FLAG_ITEM_SHOAL_CAVE_ICE_ROOM_TM_HAIL,,FALSE,,,,,,,,,
ITEM_NEVER_MELT_ICE,Shoal Cave,Normal Item,Item Ball,FLAG_ITEM_SHOAL_CAVE_ICE_ROOM_NEVER_MELT_ICE,,FALSE,,,,,,,,,
ITEM_HP_UP,Artisan Cave,Normal Item,Item Ball,FLAG_ITEM_ARTISAN_CAVE_B1F_HP_UP,,FALSE,,,,,,,,,
ITEM_CARBOS,Artisan Cave,Normal Item,Item Ball,FLAG_ITEM_ARTISAN_CAVE_1F_CARBOS,,FALSE,,,,,,,,,
ITEM_ZINC,Artisan Cave,Normal Item,Hidden Item,,,TRUE,,,,,,,,,
ITEM_CALCIUM,Artisan Cave,Normal Item,Hidden Item,,,TRUE,,,,,,,,,
ITEM_PROTEIN,Artisan Cave,Normal Item,Hidden Item,,,TRUE,,,,,,,,,
ITEM_IRON,Artisan Cave,Normal Item,Hidden Item,,,TRUE,,,,,,,,,
